"Ukazatel","IndicatorType","Území","Uz0","Měsíce","CasM","Hodnota"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","září 2023","2023-09","101.11"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","říjen 2023","2023-10","102.15"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","listopad 2023","2023-11","100.15"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","prosinec 2023","2023-12","101.7"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","leden 2024","2024-01","100.39"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","únor 2024","2024-02","100.07"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","březen 2024","2024-03","99.92"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","duben 2024","2024-04","97.06"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","květen 2024","2024-05","101.23"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","červen 2024","2024-06","102.98"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","červenec 2024","2024-07","101.4"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","srpen 2024","2024-08","100.09"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","září 2024","2024-09","100.36"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","říjen 2024","2024-10","100.73"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","listopad 2024","2024-11","100.68"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","prosinec 2024","2024-12","98.84"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","leden 2025","2025-01","95.69"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","únor 2025","2025-02","91.62"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","březen 2025","2025-03","90.02"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","duben 2025","2025-04","91.81"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","květen 2025","2025-05","92.81"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","červen 2025","2025-06","93.5"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","červenec 2025","2025-07","92.42"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","srpen 2025","2025-08","93.34"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","září 2025","2025-09","93.28"
"P  Vepřová pečeně s kostí [kg]","660509","Česko","CZ","říjen 2025","2025-10","91.03"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","leden 2013","2013-01","114.72"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","únor 2013","2013-02","116.22"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","březen 2013","2013-03","113.76"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","duben 2013","2013-04","116.27"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","květen 2013","2013-05","113.97"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červen 2013","2013-06","115.26"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červenec 2013","2013-07","111.62"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","srpen 2013","2013-08","116.56"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","září 2013","2013-09","118.12"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","říjen 2013","2013-10","118.29"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","listopad 2013","2013-11","118.47"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","prosinec 2013","2013-12","118.59"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","leden 2014","2014-01","116.69"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","únor 2014","2014-02","115.35"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","březen 2014","2014-03","115.48"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","duben 2014","2014-04","116.08"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","květen 2014","2014-05","116.87"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červen 2014","2014-06","117.52"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červenec 2014","2014-07","116.84"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","srpen 2014","2014-08","117.62"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","září 2014","2014-09","116.89"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","říjen 2014","2014-10","119.32"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","listopad 2014","2014-11","115.08"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","prosinec 2014","2014-12","112.48"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","leden 2015","2015-01","110.18"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","únor 2015","2015-02","108.49"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","březen 2015","2015-03","104"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","duben 2015","2015-04","109.76"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","květen 2015","2015-05","110.82"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červen 2015","2015-06","110.79"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červenec 2015","2015-07","109.02"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","srpen 2015","2015-08","110.01"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","září 2015","2015-09","108.67"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","říjen 2015","2015-10","107.99"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","listopad 2015","2015-11","106.1"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","prosinec 2015","2015-12","107.41"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","leden 2016","2016-01","108.4"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","únor 2016","2016-02","106.94"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","březen 2016","2016-03","106.34"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","duben 2016","2016-04","106.23"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","květen 2016","2016-05","105.31"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červen 2016","2016-06","105.44"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červenec 2016","2016-07","109.21"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","srpen 2016","2016-08","111.4"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","září 2016","2016-09","113.09"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","říjen 2016","2016-10","114.22"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","listopad 2016","2016-11","114.49"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","prosinec 2016","2016-12","116.48"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","leden 2017","2017-01","116.85"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","únor 2017","2017-02","116.33"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","březen 2017","2017-03","115.53"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","duben 2017","2017-04","117.81"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","květen 2017","2017-05","118.83"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červen 2017","2017-06","120.49"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červenec 2017","2017-07","117.96"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","srpen 2017","2017-08","119.38"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","září 2017","2017-09","120.18"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","říjen 2017","2017-10","120.55"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","listopad 2017","2017-11","118.57"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","prosinec 2017","2017-12","117.67"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","leden 2018","2018-01","120.05"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","únor 2018","2018-02","117.76"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","březen 2018","2018-03","117.63"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","duben 2018","2018-04","117.76"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","květen 2018","2018-05","117.33"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červen 2018","2018-06","116.23"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","červenec 2018","2018-07","117.78"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","srpen 2018","2018-08","117.65"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","září 2018","2018-09","117.55"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","říjen 2018","2018-10","115.92"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","listopad 2018","2018-11","114.63"
"S  Vepřová pečeně s kostí [kg]","613711","Česko","CZ","prosinec 2018","2018-12","115.94"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2013","2013-01","81.93"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2013","2013-02","80.82"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2013","2013-03","78.52"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2013","2013-04","77.83"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2013","2013-05","79.22"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2013","2013-06","79.75"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2013","2013-07","80.41"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2013","2013-08","82.41"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2013","2013-09","85.27"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2013","2013-10","85.74"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2013","2013-11","86.86"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2013","2013-12","87.17"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2014","2014-01","88.06"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2014","2014-02","87.51"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2014","2014-03","85"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2014","2014-04","84.99"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2014","2014-05","84.86"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2014","2014-06","86.32"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2014","2014-07","86.47"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2014","2014-08","87.17"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2014","2014-09","85.16"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2014","2014-10","83.57"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2014","2014-11","81.8"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2014","2014-12","81.08"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2015","2015-01","79.67"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2015","2015-02","78.16"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2015","2015-03","79.34"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2015","2015-04","78.79"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2015","2015-05","78.58"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2015","2015-06","79.97"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2015","2015-07","79.2"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2015","2015-08","78.04"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2015","2015-09","78.24"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2015","2015-10","78.6"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2015","2015-11","79.12"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2015","2015-12","76.32"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2016","2016-01","71.29"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2016","2016-02","70.84"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2016","2016-03","69.2"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2016","2016-04","69.4"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2016","2016-05","70.15"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2016","2016-06","72.65"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2016","2016-07","74.68"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2016","2016-08","75.56"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2016","2016-09","77.72"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2016","2016-10","80.16"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2016","2016-11","78.88"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2016","2016-12","79.34"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2017","2017-01","75.1"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2017","2017-02","75.29"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2017","2017-03","74.77"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2017","2017-04","77.98"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2017","2017-05","80.7"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2017","2017-06","83.34"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2017","2017-07","82.27"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2017","2017-08","83.16"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2017","2017-09","81.99"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2017","2017-10","78.1"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2017","2017-11","75.69"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2017","2017-12","74.33"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2018","2018-01","73.86"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2018","2018-02","70.26"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2018","2018-03","71.19"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2018","2018-04","70.69"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2018","2018-05","69.16"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2018","2018-06","69.92"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2018","2018-07","70.25"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2018","2018-08","70.96"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2018","2018-09","69.64"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2018","2018-10","70.4"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2018","2018-11","70.18"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2018","2018-12","70.81"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2019","2019-01","70.15"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2019","2019-02","69.84"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2019","2019-03","70.12"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2019","2019-04","77.97"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2019","2019-05","81.54"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2019","2019-06","84.77"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2019","2019-07","86.04"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2019","2019-08","85.86"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2019","2019-09","86.9"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2019","2019-10","88"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2019","2019-11","90.62"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2019","2019-12","100.32"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2020","2020-01","100.15"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2020","2020-02","96.49"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2020","2020-03","95.14"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2020","2020-04","94.95"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2020","2020-05","91.58"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2020","2020-06","84.36"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2020","2020-07","79.56"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2020","2020-08","77.3"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2020","2020-09","77.18"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2020","2020-10","76.28"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2020","2020-11","74.88"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2020","2020-12","75.37"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2021","2021-01","73.67"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2021","2021-02","72.82"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2021","2021-03","76.25"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2021","2021-04","79.23"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2021","2021-05","78.77"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2021","2021-06","79.42"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2021","2021-07","76.85"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2021","2021-08","74.64"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2021","2021-09","73.44"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2021","2021-10","73.55"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2021","2021-11","73.64"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2021","2021-12","73.93"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2022","2022-01","71.54"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2022","2022-02","72.85"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2022","2022-03","78.32"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2022","2022-04","88.76"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2022","2022-05","89.55"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2022","2022-06","86.48"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2022","2022-07","85.96"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2022","2022-08","86.26"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2022","2022-09","89.14"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2022","2022-10","93.79"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2022","2022-11","91.15"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2022","2022-12","93.59"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2023","2023-01","90.42"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2023","2023-02","90.57"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2023","2023-03","94.85"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2023","2023-04","97.73"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2023","2023-05","98.07"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2023","2023-06","97.33"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2023","2023-07","98.02"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2023","2023-08","98.58"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2023","2023-09","99.61"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2023","2023-10","98.25"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2023","2023-11","96.51"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2023","2023-12","96.02"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2024","2024-01","96.98"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2024","2024-02","95.13"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2024","2024-03","96.12"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2024","2024-04","97.47"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2024","2024-05","97.25"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2024","2024-06","98"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2024","2024-07","96.45"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2024","2024-08","95.62"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2024","2024-09","96.15"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2024","2024-10","95.74"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","listopad 2024","2024-11","96.84"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","prosinec 2024","2024-12","94.19"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","leden 2025","2025-01","92.98"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","únor 2025","2025-02","89.3"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","březen 2025","2025-03","88.2"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","duben 2025","2025-04","89.88"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","květen 2025","2025-05","92.01"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červen 2025","2025-06","91.32"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","červenec 2025","2025-07","89.93"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","srpen 2025","2025-08","88.88"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","září 2025","2025-09","87.41"
"P  Vepřová kýta bez kosti [kg]","660502","Česko","CZ","říjen 2025","2025-10","86.64"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2013","2013-01","119.5"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2013","2013-02","118.55"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2013","2013-03","117.89"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2013","2013-04","117.67"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2013","2013-05","116.09"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2013","2013-06","117.44"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2013","2013-07","118.5"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2013","2013-08","118"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2013","2013-09","123.61"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2013","2013-10","123.98"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2013","2013-11","122.03"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2013","2013-12","122.53"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2014","2014-01","125.41"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2014","2014-02","125.09"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2014","2014-03","124.22"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2014","2014-04","121.9"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2014","2014-05","120.32"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2014","2014-06","119.12"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2014","2014-07","124.63"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2014","2014-08","121.47"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2014","2014-09","124.58"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2014","2014-10","123.57"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2014","2014-11","121.02"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2014","2014-12","120.28"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2015","2015-01","121.06"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2015","2015-02","117.86"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2015","2015-03","117"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2015","2015-04","114.84"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2015","2015-05","116.24"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2015","2015-06","116.66"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2015","2015-07","116.81"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2015","2015-08","113.53"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2015","2015-09","112.27"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2015","2015-10","114.46"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2015","2015-11","116.56"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2015","2015-12","113.2"
