"Ukazatel","IndicatorType","Území","Uz0","Měsíce","CasM","Hodnota"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","září 2023","2023-09","105.24"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","říjen 2023","2023-10","105.83"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","listopad 2023","2023-11","106.6"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","prosinec 2023","2023-12","108.02"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","leden 2024","2024-01","106.13"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","únor 2024","2024-02","108.72"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","březen 2024","2024-03","112.37"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","duben 2024","2024-04","115.31"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","květen 2024","2024-05","117.37"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","červen 2024","2024-06","118.32"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","červenec 2024","2024-07","116.03"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","srpen 2024","2024-08","116.76"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","září 2024","2024-09","116.19"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","říjen 2024","2024-10","116.1"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","listopad 2024","2024-11","118.78"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","prosinec 2024","2024-12","123.21"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","leden 2025","2025-01","125.9"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","únor 2025","2025-02","128.99"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","březen 2025","2025-03","135.12"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","duben 2025","2025-04","144.23"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","květen 2025","2025-05","147.6"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","červen 2025","2025-06","153.06"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","červenec 2025","2025-07","160.52"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","srpen 2025","2025-08","158.62"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","září 2025","2025-09","163.1"
"Z  Mladý býk tř.j. SEU v JUT [kg]","627702","Česko","CZ","říjen 2025","2025-10","163.98"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2013","2013-01","150.79"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2013","2013-02","149.84"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2013","2013-03","148.76"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2013","2013-04","147.44"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2013","2013-05","146.95"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2013","2013-06","146.98"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2013","2013-07","146.92"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2013","2013-08","146.8"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2013","2013-09","146.98"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2013","2013-10","146.8"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2013","2013-11","145.98"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2013","2013-12","145.07"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2014","2014-01","141.79"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2014","2014-02","145.9"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2014","2014-03","143.35"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2014","2014-04","142.89"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2014","2014-05","143.25"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2014","2014-06","145.43"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2014","2014-07","145.59"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2014","2014-08","145.79"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2014","2014-09","145.59"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2014","2014-10","146.43"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2014","2014-11","146.92"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2014","2014-12","145.67"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2015","2015-01","146.6"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2015","2015-02","147.51"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2015","2015-03","147.72"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2015","2015-04","148.32"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2015","2015-05","148.33"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2015","2015-06","148.51"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2015","2015-07","148.56"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2015","2015-08","148.73"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2015","2015-09","148.38"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2015","2015-10","148.5"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2015","2015-11","148.89"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2015","2015-12","148.54"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2016","2016-01","149.39"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2016","2016-02","149.21"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2016","2016-03","149.01"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2016","2016-04","148.68"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2016","2016-05","149.55"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2016","2016-06","147.83"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2016","2016-07","149.44"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2016","2016-08","149.19"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2016","2016-09","148.28"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2016","2016-10","149.05"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2016","2016-11","150.26"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2016","2016-12","149.79"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2017","2017-01","149.89"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2017","2017-02","150.79"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2017","2017-03","150.61"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2017","2017-04","152.04"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2017","2017-05","152.55"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2017","2017-06","155.52"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2017","2017-07","154.99"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2017","2017-08","155.57"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2017","2017-09","155.5"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2017","2017-10","156.29"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2017","2017-11","156.19"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2017","2017-12","156.46"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2018","2018-01","155.37"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2018","2018-02","154.3"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2018","2018-03","153.06"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2018","2018-04","154.03"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2018","2018-05","154.42"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2018","2018-06","154.14"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2018","2018-07","153.86"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2018","2018-08","153.65"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2018","2018-09","153.5"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2018","2018-10","154.39"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2018","2018-11","154.53"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2018","2018-12","153.93"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2019","2019-01","154.03"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2019","2019-02","153.34"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2019","2019-03","153.27"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2019","2019-04","153.66"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2019","2019-05","153.79"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2019","2019-06","154.14"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2019","2019-07","153.52"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2019","2019-08","153.51"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2019","2019-09","153.48"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2019","2019-10","153.6"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2019","2019-11","153.32"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2019","2019-12","152.36"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2020","2020-01","152.38"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2020","2020-02","152.02"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2020","2020-03","152.21"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2020","2020-04","152.26"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2020","2020-05","152.37"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2020","2020-06","153.56"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2020","2020-07","152.2"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2020","2020-08","153.45"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2020","2020-09","153.11"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2020","2020-10","153.95"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2020","2020-11","152.51"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2020","2020-12","153.45"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2021","2021-01","152.18"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2021","2021-02","155.03"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2021","2021-03","153.17"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2021","2021-04","151.92"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2021","2021-05","152.15"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2021","2021-06","153.78"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2021","2021-07","154.47"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2021","2021-08","152.99"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2021","2021-09","156.92"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2021","2021-10","161.58"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2021","2021-11","170.58"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2021","2021-12","171.83"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2022","2022-01","176.43"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2022","2022-02","177.95"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2022","2022-03","184.65"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2022","2022-04","192.18"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2022","2022-05","198.5"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2022","2022-06","199"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2022","2022-07","197.53"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2022","2022-08","196.34"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2022","2022-09","194.1"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2022","2022-10","192.8"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2022","2022-11","192.09"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2022","2022-12","191.41"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2023","2023-01","191.24"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2023","2023-02","191.35"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2023","2023-03","188.56"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2023","2023-04","189.25"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2023","2023-05","189.46"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2023","2023-06","188.77"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2023","2023-07","187.39"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2023","2023-08","188.16"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2023","2023-09","188"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2023","2023-10","191.02"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2023","2023-11","194.1"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2023","2023-12","195.02"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2024","2024-01","196.77"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2024","2024-02","195.2"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2024","2024-03","196.14"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2024","2024-04","198.8"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2024","2024-05","203.91"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2024","2024-06","204.36"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2024","2024-07","202.34"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2024","2024-08","200.95"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2024","2024-09","204.42"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2024","2024-10","210.12"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","listopad 2024","2024-11","216.04"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","prosinec 2024","2024-12","220.2"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","leden 2025","2025-01","223.84"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","únor 2025","2025-02","228.91"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","březen 2025","2025-03","247.17"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","duben 2025","2025-04","251.63"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","květen 2025","2025-05","255.32"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červen 2025","2025-06","267.38"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","červenec 2025","2025-07","271.52"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","srpen 2025","2025-08","273.23"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","září 2025","2025-09","273.42"
"P  Hovězí maso zadní bez kosti [kg]","660501","Česko","CZ","říjen 2025","2025-10","276.24"
"S  Hovězí maso zadní bez kosti [kg]","613701","Česko","CZ","leden 2013","2013-01","206.8"
"S  Hovězí maso zadní bez kosti [kg]","613701","Česko","CZ","únor 2013","2013-02","204.13"
"S  Hovězí maso zadní bez kosti [kg]","613701","Česko","CZ","březen 2013","2013-03","206.65"
"S  Hovězí maso zadní bez kosti [kg]","613701","Česko","CZ","duben 2013","2013-04","207.32"
"S  Hovězí maso zadní bez kosti [kg]","613701","Česko","CZ","květen 2013","2013-05","206.52"
"S  Hovězí maso zadní bez kosti [kg]","613701","Česko","CZ","červen 2013","2013-06","206.72"
